date,account_name,category_name,payee_name,memo,amount,cleared,approved
2025-01-29,Spending,Streaming Services,Kindle Unlimited,,-12710,cleared,True
2025-01-29,Bills,Streaming Services,Peacock Premium,,-8470,cleared,True
2025-01-29,Spending,Travel,International Purchase Transaction Fee,,-450,cleared,True
2025-01-29,Ally Spending,Inflow: Ready to Assign,Veeva Systems I Direct Deposit,,778420,cleared,True
2025-01-30,Bills,Home Cleaning,The Cleaning Authority,,-196100,cleared,True
2025-01-30,Bills,Travel,ATM Withdrawal,,-195060,cleared,True
2025-01-30,Bills,Online Tools,Apple,,-115540,cleared,True
2025-01-30,Bills,Fees,ATM Fee,,-5000,cleared,True
2025-01-31,Spending,Travel,Intl Tazawako Lake Reso Senbokusi,,-40790,cleared,True
2025-01-31,Bills,Therapy,BetterHelp,,-15000,cleared,True
2025-01-31,Bills,Home Cleaning,The Cleaning Authority,,-10000,cleared,True
2025-01-31,Spending,Travel,International Purchase Transaction Fee,,-1220,cleared,True
2025-01-31,Bills,Inflow: Ready to Assign,Veeva Systems I Direct Deposit W B Moser Joseph,,5000000,cleared,True
2025-02-03,Bills,Mortgage,PennyMac,,-4018550,cleared,True
2025-02-03,Bills,Uncategorized,Transfer : Spending,,-1500000,cleared,True
2025-02-03,Bills,Gym Membership,Recurring Payment Reach Climbing Reachclimbing Pa,,-95000,cleared,True
2025-02-03,Bills,Travel,Intl Semionsen Iwate,,-60750,cleared,True
2025-02-03,Bills,Travel,Intl Isomarushinjiyukus Tokyo,,-54600,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-40970,cleared,True
2025-02-03,Bills,Travel,Intl Geto Kitakami,,-33790,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-30540,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-23740,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-20480,cleared,True
2025-02-03,Spending,Travel,Intl Tazawako Lake Reso Senbokusi,,-18330,cleared,True
2025-02-03,Spending,Travel,Intl Jr East Sibuyaku,,-17820,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-12340,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-11370,cleared,True
2025-02-03,Bills,Online Tools,Apple Credit Card,,-10590,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-10070,cleared,True
2025-02-03,Spending,Travel,Intl Tazawako Snow Reso,,-9390,cleared,True
2025-02-03,Spending,Travel,Intl Geto Kitakami,,-5200,cleared,True
2025-02-03,Bills,Travel,International Purchase Transaction Fee,,-1820,cleared,True
2025-02-03,Bills,Travel,International Purchase Transaction Fee,,-1630,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-1220,cleared,True
2025-02-03,Bills,Travel,International Purchase Transaction Fee,,-1010,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-910,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-710,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-610,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-540,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-530,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-370,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-340,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-300,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-280,cleared,True
2025-02-03,Spending,Travel,International Purchase Transaction Fee,,-150,cleared,True
2025-02-03,Spending,Uncategorized,Transfer : Bills,,1500000,cleared,True
2025-02-04,Bills,Travel,Burger King,,-15070,cleared,True
2025-02-04,Bills,Travel,Suica,,-6500,cleared,True
2025-02-04,Spending,Travel,Suica,,-6500,cleared,True
2025-02-04,Bills,Travel,International Purchase Transaction Fee,,-450,cleared,True
2025-02-04,Bills,Travel,International Purchase Transaction Fee,,-190,cleared,True
2025-02-04,Spending,Travel,International Purchase Transaction Fee,,-190,cleared,True
2025-02-05,Bills,Personal Loan,"Upgrade, Inc.",,-237250,cleared,True
2025-02-05,Spending,Transportation,Wawa,,-28290,cleared,True
2025-02-05,Bills,Travel,Intl Shibuya Parco Ku,,-25050,cleared,True
2025-02-05,Spending,Travel,In-Flight Wi-Fi,,-21340,cleared,True
2025-02-05,Spending,Travel,Intl Hotel Gracery Shin Sinjiyukuku,,-14290,cleared,True
2025-02-05,Spending,Travel,Intl Shibuya Parco Ku,,-6500,cleared,True
2025-02-05,Bills,Travel,Intl Rameniyasa Kabukic Shinjukuku,,-3900,cleared,True
2025-02-05,Bills,Travel,International Purchase Transaction Fee,,-750,cleared,True
2025-02-05,Spending,Travel,International Purchase Transaction Fee,,-640,cleared,True
2025-02-05,Spending,Travel,International Purchase Transaction Fee,,-420,cleared,True
2025-02-05,Spending,Travel,International Purchase Transaction Fee,,-190,cleared,True
2025-02-05,Bills,Travel,International Purchase Transaction Fee,,-110,cleared,True
2025-02-06,Spending,Groceries,Instacart,,-106740,cleared,True
2025-02-06,Bills,Credit Cards,Best Buy Credit Card,,-96000,cleared,True
2025-02-06,Spending,Groceries,Instacart,,-76490,cleared,True
2025-02-06,Bills,Gifts,Amazon,,-42800,cleared,True
2025-02-06,Spending,Eating Out,DoorDash,,-28780,cleared,True
2025-02-06,Bills,Travel,Intl Burger Fed Yyz Mississauga Can,,-18770,cleared,True
2025-02-06,Bills,Online Tools,Apple,,-15890,cleared,True
2025-02-06,Bills,Online Tools,Apple,,-7410,cleared,True
2025-02-06,Bills,Travel,International Purchase Transaction Fee,,-560,cleared,True
2025-02-07,Ally Spending,Eating Out,El Vez South 13th Street,,-114790,cleared,True
2025-02-07,Spending,Eating Out,DoorDash,,-40290,cleared,True
2025-02-07,Bills,Fees,Overdraft Fee,,-35000,cleared,True
2025-02-07,Bills,Online Tools,Zapier,,-31790,cleared,True
2025-02-07,Spending,Groceries,Nudy's Cafe,,-20280,cleared,True
2025-02-07,Bills,Streaming Services,Spotify,,-12710,cleared,True
2025-02-07,Bills,Online Tools,Apple,,-9990,cleared,True
2025-02-07,Spending,Travel,Suica,,-6490,cleared,True
2025-02-07,Spending,Travel,International Purchase Transaction Fee,,-190,cleared,True
2025-02-10,Spending,Groceries,Instacart,,-214410,cleared,True
2025-02-10,Bills,Eating Out,Uber Eats,,-69880,cleared,True
2025-02-10,Spending,Eating Out,DoorDash,,-68440,cleared,True
2025-02-10,Spending,Entertainment,Ensemble,,-61600,cleared,True
2025-02-10,Bills,Online Tools,Apple,,-51930,cleared,True
2025-02-10,Spending,Personal Care,Recurring Payment Love Salon Corpora Salo Pa,,-42000,cleared,True
2025-02-10,Spending,Transportation,Wawa,,-38900,cleared,True
2025-02-10,Spending,Household Goods,Amazon,,-37080,cleared,True
2025-02-10,Bills,Fees,Overdraft Fee,,-35000,cleared,True
2025-02-10,Spending,Transportation,Sunoco,,-34880,cleared,True
2025-02-10,Spending,Household Goods,Amazon,,-33250,cleared,True
2025-02-10,Spending,Transportation,Metropolis,,-24100,cleared,True
2025-02-10,Spending,Household Goods,Amazon,,-20130,cleared,True
2025-02-10,Spending,Groceries,Spreadbagelry King,,-19970,cleared,True
2025-02-10,Spending,Groceries,Wawa,,-18470,cleared,True
2025-02-10,Bills,Online Tools,Apple,,-16950,cleared,True
2025-02-10,Spending,Electronics,Amazon,,-16940,cleared,True
2025-02-10,Spending,Household Goods,Amazon,,-13350,cleared,True
2025-02-10,Spending,Household Goods,Amazon,,-12390,cleared,True
2025-02-10,Bills,Eating Out,Uber Eats,,-12090,cleared,True
2025-02-10,Bills,Online Tools,Dropbox,,-11990,cleared,True
2025-02-10,Spending,Entertainment,Amazon,,-1050,cleared,True
2025-02-10,Spending,Transportation,ParkMobile,,-900,cleared,True
2025-02-10,Spending,Transportation,ParkMobile,,-650,cleared,True
2025-02-11,Spending,Medical,1-800 CONTACTS,,-214970,cleared,True
2025-02-11,Spending,Eating Out,DoorDash,,-152060,cleared,True
2025-02-11,Bills,Fees,Overdraft Fee,,-35000,cleared,True
2025-02-11,Bills,Fees,Overdraft Fee,,-35000,cleared,True
2025-02-11,Bills,Fees,Overdraft Fee,,-35000,cleared,True
2025-02-11,Spending,Household Goods,Amazon Return,,-31410,cleared,True
2025-02-11,Spending,Transportation,Metropolis,,-24100,cleared,True
2025-02-12,Bills,Online Tools,Apple,,-21190,cleared,True
2025-02-12,Spending,Online Tools,Amazon Prime,,-15890,cleared,True
2025-02-12,Bills,Online Tools,Apple,,-10590,cleared,True
2025-02-12,Spending,Eating Out,DoorDash,,-9990,cleared,True
2025-02-12,Ally Spending,Inflow: Ready to Assign,Veeva Systems I Direct Deposit,,459120,cleared,True
2025-02-13,Bills,Internet,Verizon Paymentrec Urring Joe Moser,,-89990,cleared,True
2025-02-13,Spending,Transportation,Metropolis,,-46200,cleared,True
2025-02-13,Bills,Transportation,Wawa,,-39160,cleared,True
2025-02-13,Bills,Online Tools,Uxfolio,,-15000,cleared,True
2025-02-13,Spending,Eating Out,DoorDash,,-14280,cleared,True
2025-02-13,Spending,Groceries,Wawa,,-2120,cleared,True
2025-02-14,Bills,Credit Cards,Chase Credit Card,,-558000,cleared,True
2025-02-14,Bills,Credit Cards,Chase Credit Card - Moser Joseph R,,-284000,cleared,True
2025-02-14,Bills,Electric/Gas,PECO Energy Company,,-241730,cleared,True
2025-02-14,Ally Spending,Eating Out,Lark Righters Ferry Bala,,-121280,cleared,True
2025-02-14,Spending,Eating Out,DoorDash,,-49630,cleared,True
2025-02-14,Bills,Therapy,BetterHelp,,-15000,cleared,True
2025-02-14,Spending,Inflow: Ready to Assign,Overdraft Transfer From Credit or Line,,25000,cleared,True
2025-02-14,Bills,Inflow: Ready to Assign,Veeva Systems I Direct Deposit W B Moser Joseph,,5000000,cleared,True
2025-02-18,Bills,Uncategorized,Transfer : Spending,,-1500000,cleared,True
2025-02-18,Bills,Credit Cards,Wells Fargo Credit Card,,-207000,cleared,True
2025-02-18,Bills,Auto Insurance,GEICO Auto Insurance,,-153990,cleared,True
2025-02-18,Bills,Transportation,EZ Pass,,-130000,cleared,True
2025-02-18,Spending,Eating Out,DoorDash,,-128770,cleared,True
2025-02-18,Bills,Eating Out,DoorDash,,-66150,cleared,True
2025-02-18,Bills,Therapy,BetterHelp,,-65000,cleared,True
2025-02-18,Spending,Groceries,Instacart,,-61650,cleared,True
2025-02-18,Bills,Exterminator,Cooper Pest So,,-52290,cleared,True
2025-02-18,Bills,Furnishing,PayPal Purchase,,-50080,cleared,True
2025-02-18,Spending,Disputed,Recurring Payment River Club Riverclub Dc,,-50000,cleared,True
2025-02-18,Spending,Transportation,Metropolis,,-46200,cleared,True
2025-02-18,Bills,Furnishing,PayPal Purchase,,-43720,cleared,True
2025-02-18,Spending,Eating Out,DoorDash,,-40290,cleared,True
2025-02-18,Bills,Furnishing,PayPal Purchase,,-37450,cleared,True
2025-02-18,Bills,Groceries,Cafe Con Bagel,,-32340,cleared,True
2025-02-18,Bills,Transportation,Wawa,,-31790,cleared,True
2025-02-18,Bills,Groceries,McDonald's,,-22740,cleared,True
2025-02-18,Spending,Household Goods,Amazon Return,,-22250,cleared,True
2025-02-18,Bills,Online Tools,OpenAI,,-21200,cleared,True
2025-02-18,Spending,Groceries,Nudy's Cafe,,-21150,cleared,True
2025-02-18,Spending,Groceries,Sunoco,,-17490,cleared,True
2025-02-18,Bills,Groceries,Wawa,,-14250,cleared,True
2025-02-18,Spending,Fees,Monthly Service Fee,,-10000,cleared,True
2025-02-18,Bills,Online Tools,PayPal,,-9990,cleared,True
2025-02-18,Spending,Groceries,Butterscotch P,,-9120,cleared,True
2025-02-18,Spending,Groceries,Sunoco,,-2120,cleared,True
2025-02-18,Spending,Uncategorized,Transfer : Bills,,1500000,cleared,True
2025-02-19,Bills,Taxes,TurboTax,,-82680,cleared,True
2025-02-19,Spending,Eating Out,DoorDash,,-40290,cleared,True
2025-02-19,Spending,Groceries,Starbucks,,-25000,cleared,True
2025-02-20,Bills,Business Expenses,Amtrak,,-151000,cleared,True
2025-02-20,Spending,Groceries,Instacart,,-66230,cleared,True
2025-02-20,Spending,Groceries,Instacart,,-61130,cleared,True
2025-02-20,Bills,Online Tools,PayPal Purchase,,-15890,cleared,True
2025-02-20,Spending,Groceries,Instacart,,-5430,cleared,True
2025-02-20,Bills,Inflow: Ready to Assign,Intuit,,3599500,cleared,True
2025-02-21,Spending,Household Goods,Amazon Return,,-22250,cleared,True
2025-02-21,Spending,Household Goods,Amazon Return,,-16230,cleared,True
2025-02-21,Spending,Household Goods,Amazon Return,,-11740,cleared,True
2025-02-21,Ally Savings,Inflow: Ready to Assign,Interest Paid,,40,cleared,True
2025-02-21,Ally Spending,Inflow: Ready to Assign,Interest Paid,,70,cleared,True
2025-02-21,Bills,Inflow: Ready to Assign,,,5459000,uncleared,True
2025-02-24,Spending,Groceries,Wine and Spirits,,-169580,cleared,True
2025-02-24,Bills,Mobile Phone,AT&T,,-160940,cleared,True
2025-02-24,Spending,Groceries,Instacart,,-94600,cleared,True
2025-02-24,Spending,Auto Maintenance,Spa Car Wash & Det Berwyn Pa,,-75240,cleared,True
2025-02-24,Spending,Eating Out,DoorDash,,-65060,cleared,True
2025-02-24,Bills,Online Tools,Atlantic.net,,-42280,cleared,True
2025-02-24,Spending,Groceries,Wawa,,-41910,cleared,True
2025-02-24,Spending,Household Goods,Amazon,,-40810,cleared,True
2025-02-24,Spending,Eating Out,DoorDash,,-38930,cleared,True
2025-02-24,Spending,Household Goods,Amazon,,-38500,cleared,True
2025-02-24,Spending,Groceries,Instacart,,-28260,cleared,True
2025-02-24,Spending,Groceries,Giant,,-27980,cleared,True
2025-02-24,Bills,Streaming Services,Netflix,,-26490,cleared,True
2025-02-24,Spending,Groceries,Starbucks,,-25000,cleared,True
2025-02-24,Bills,Online Tools,Apple,,-23290,cleared,True
2025-02-24,Spending,Groceries,Nudy's Cafe,,-21150,cleared,True
2025-02-24,Spending,Eating Out,DoorDash,,-18960,cleared,True
2025-02-24,Spending,Household Goods,Amazon Return,,-10220,cleared,True
2025-02-24,Spending,Electronics,Amazon,,-7620,cleared,True
2025-02-25,Bills,Credit Cards,Amazon Store Card,,-107000,cleared,True
2025-02-25,Spending,Household Goods,Amazon Return,,-56430,cleared,True
2025-02-25,Bills,Online Tools,Apple,,-51910,cleared,True
2025-02-25,Spending,Furnishing,Amazon Return,,-43620,cleared,True
2025-02-25,Spending,Furnishing,Amazon,,-32980,cleared,True
2025-02-25,Bills,Groceries,Instacart,,-27060,cleared,True
2025-02-25,Ally Spending,Household Goods,Amazon,,-19080,cleared,True
2025-02-25,Spending,Groceries,Amazon,,-13880,cleared,True
2025-02-25,Spending,Household Goods,Amazon Return,,-13740,cleared,True
2025-02-25,Bills,Household Goods,Duane Reade,,-3580,cleared,True
2025-02-26,Bills,Streaming Services,Hulu,,-28610,cleared,True
2025-02-26,Bills,Credit Cards,TJX Rewards Credit Card,,-27000,cleared,True
2025-02-26,Bills,Gifts,Amazon,,-26490,cleared,True
2025-02-26,Bills,Groceries,Bluestone Lane,,-8040,cleared,True
2025-02-26,Ally Spending,Inflow: Ready to Assign,Veeva Systems I Direct Deposit,,459140,cleared,True
2025-02-27,Bills,Home Cleaning,The Cleaning Authority,,-196100,cleared,True
2025-02-27,Bills,Eating Out,DoorDash,,-74670,cleared,True
2025-02-27,Bills,Eating Out,Jacob's Pickles,,-39950,cleared,True
2025-02-27,Bills,Online Tools,Evernote,,-10600,cleared,True
2025-02-27,Bills,Business Expenses,SEPTA,,-2000,cleared,True
2025-02-28,Ally Spending,Furnishing,Marshalls,,-189680,cleared,True
2025-02-28,Bills,Eating Out,Sedona Taphouse,,-62400,cleared,True
2025-02-28,Bills,Eating Out,Malgudi Cafe Exton Pa,,-60350,cleared,True
2025-02-28,Bills,Eating Out,DoorDash,,-40290,cleared,True
2025-02-28,Bills,Water,Pennsylvania Ame Payment Joseph R Moser,,-30060,cleared,True
2025-02-28,Bills,Groceries,Chocolate Therapy,,-24960,cleared,True
2025-02-28,Ally Spending,Streaming Services,Kindle Unlimited,,-12710,cleared,True
2025-02-28,Bills,Home Cleaning,The Cleaning Authority,,-10000,cleared,True
2025-02-28,Bills,Streaming Services,Peacock Premium,,-8470,cleared,True
2025-02-28,Bills,Inflow: Ready to Assign,Veeva Systems I Direct Deposit W B Moser Joseph,,5000000,cleared,True
2025-03-02,Ally Spending,Fitness,Rock N Roll Events West Martin Lu,,-179000,cleared,True
2025-03-03,Bills,Mortgage,PennyMac,,-4018550,cleared,True
2025-03-03,Bills,Uncategorized,Transfer : Spending,,-1500000,cleared,True
2025-03-03,Spending,Eating Out,Lupo Verde,,-186800,cleared,True
2025-03-03,Bills,Trash Service,Whitetail Disposal,,-105000,cleared,True
2025-03-03,Bills,Gym Membership,Recurring Payment Reach Climbing Reachclimbing Pa,,-95000,cleared,True
2025-03-03,Bills,Home Improvement,The Home Depot,,-90040,cleared,True
2025-03-03,Ally Spending,Electronics,Amazon,,-74190,cleared,True
2025-03-03,Bills,Eating Out,DoorDash,,-58350,cleared,True
2025-03-03,Bills,Eating Out,DoorDash,,-55610,cleared,True
2025-03-03,Spending,Transportation,Metropolis,,-46200,cleared,True
2025-03-03,Spending,Groceries,Blue Bottle Coffee,,-43560,cleared,True
2025-03-03,Bills,Online Tools,Apple,,-42390,cleared,True
2025-03-03,Spending,Transportation,Sunoco,,-41740,cleared,True
2025-03-03,Spending,Transportation,Wawa,,-35500,cleared,True
2025-03-03,Spending,Groceries,Call Your Moth,,-29540,cleared,True
2025-03-03,Spending,Transportation,Metropolis,,-12990,cleared,True
2025-03-03,Bills,Online Tools,Apple Credit Card,,-10590,cleared,True
2025-03-03,Spending,Groceries,Shell,,-4410,cleared,True
2025-03-03,Spending,Groceries,Wawa,,-2890,cleared,True
2025-03-03,Spending,Uncategorized,Transfer : Bills,,1500000,cleared,True
2025-03-04,Spending,Eating Out,DoorDash,,-44180,cleared,True
2025-03-05,Bills,Personal Loan,"Upgrade, Inc.",,-237250,cleared,True
2025-03-05,Spending,Groceries,Instacart,,-62110,cleared,True
2025-03-05,Spending,Eating Out,DoorDash,,-47890,cleared,True
2025-03-05,Bills,Credit Cards,Chase Credit Card - Moser Joseph R,,-40000,cleared,True
2025-03-05,Spending,Groceries,Amazon,,-39990,cleared,True
2025-03-05,Spending,Eating Out,DoorDash,,-29460,cleared,True
2025-03-06,Spending,Fitness,Amazon,,-169950,cleared,True
2025-03-06,Bills,Credit Cards,Best Buy Credit Card,,-127000,cleared,True
2025-03-06,Spending,Eating Out,DoorDash,,-70850,cleared,True
2025-03-06,Spending,Groceries,Starbucks,,-25000,cleared,True
2025-03-07,Spending,Groceries,Amazon Return,,-51640,cleared,True
2025-03-07,Bills,Online Tools,Apple,,-49680,cleared,True
2025-03-07,Bills,Online Tools,Zapier,,-31790,cleared,True
2025-03-07,Bills,Streaming Services,PayPal Purchase,,-12710,cleared,True
2025-03-07,Bills,Online Tools,Apple,,-9990,cleared,True
2025-03-10,Bills,Credit Cards,Chase Credit Card - Moser Joseph R,,-555000,cleared,True
2025-03-10,Ally Spending,Adventure,Venmo,,-350000,cleared,True
2025-03-10,Spending,Eating Out,Yellow Geor Washington Dc,,-115010,cleared,True
2025-03-10,Spending,Eating Out,DoorDash,,-64360,cleared,True
2025-03-10,Spending,Personal Care,Recurring Payment Love Salon Corpora Salo Pa,,-42000,cleared,True
2025-03-10,Spending,Groceries,Instacart,,-39840,cleared,True
2025-03-10,Spending,Transportation,Wawa,,-34240,cleared,True
2025-03-10,Spending,Groceries,Starbucks,,-25000,cleared,True
2025-03-10,Spending,Transportation,Metropolis,,-24100,cleared,True
2025-03-10,Spending,Groceries,Wawa,,-23120,cleared,True
2025-03-10,Spending,Groceries,Amazon Return,,-21470,cleared,True
2025-03-10,Spending,Personal Care,Meettippy,,-21080,cleared,True
2025-03-10,Spending,Groceries,Instacart,,-20160,cleared,True
2025-03-10,Bills,Online Tools,Dropbox,,-11990,cleared,True
2025-03-10,Spending,Groceries,Inti Coffee,,-7000,cleared,True
2025-03-10,Spending,Streaming Services,Amazon,,-1050,cleared,True
2025-03-11,Ally Spending,Business Expenses,Fox & Brazen ! Unc 177 Bridge Street,,-290440,cleared,True
2025-03-11,Bills,Online Tools,Apple,,-112340,cleared,True
2025-03-11,Spending,Eating Out,DoorDash,,-88330,cleared,True
2025-03-11,Bills,Eating Out,Brgrill.com,,-45380,cleared,True
2025-03-11,Spending,Groceries,Mezeh,,-29750,cleared,True
2025-03-11,Bills,Groceries,Dog Tag Bakery,,-10920,cleared,True
2025-03-12,Bills,Auto Insurance,GEICO Auto Insurance,,-153850,cleared,True
2025-03-12,Bills,Transportation,EZ Pass,,-130000,cleared,True
2025-03-12,Bills,Groceries,Tatte Bakery,,-47300,cleared,True
2025-03-12,Bills,Groceries,Shell,,-26090,cleared,True
2025-03-12,Bills,Online Tools,Apple,,-10590,cleared,True
2025-03-12,Bills,Eating Out,DoorDash,,-9990,cleared,True
2025-03-12,Ally Spending,Inflow: Ready to Assign,Veeva Systems I Direct Deposit,,459130,cleared,True
2025-03-13,Bills,Internet,Verizon,,-94990,cleared,True
2025-03-13,Bills,Eating Out,DoorDash,,-40800,cleared,True
2025-03-13,Bills,Transportation,Turkey Hill,,-40300,cleared,True
2025-03-13,Bills,Groceries,Sweetgreen,,-40100,cleared,True
2025-03-13,Bills,Online Tools,Amazon Prime,,-15890,cleared,True
2025-03-13,Bills,Online Tools,Uxfolio,,-15000,cleared,True
2025-03-13,Bills,Groceries,Turkey Hill,,-9030,cleared,True
2025-03-14,Bills,Credit Cards,Chase Credit Card - Moser Joseph R,,-279000,cleared,True
2025-03-14,Bills,Eating Out,DoorDash,,-91950,cleared,True
2025-03-14,Bills,Groceries,Wawa,,-16440,cleared,True
2025-03-14,Bills,Groceries,Wawa,,-6240,cleared,True
2025-03-14,Bills,Inflow: Ready to Assign,Veeva Systems I Direct Deposit W B Moser Joseph,,5000000,cleared,True
2025-03-17,Bills,Uncategorized,Transfer : Spending,,-1500000,cleared,True
2025-03-17,Bills,Credit Cards,Wells Fargo Credit Card,,-209000,cleared,True
2025-03-17,Bills,Electric/Gas,PECO Energy Company,,-203480,cleared,True
2025-03-17,Bills,Eating Out,DoorDash,,-156790,cleared,True
2025-03-17,Bills,Uncategorized,Competitor Group E Tampa Fl,,-125880,cleared,False
2025-03-17,Spending,Transportation,Metropolis,,-94100,cleared,True
2025-03-17,Bills,Eating Out,DoorDash,,-90180,cleared,True
2025-03-17,Bills,Eating Out,Blue Ridge Grill,,-66410,cleared,True
2025-03-17,Spending,Groceries,Instacart,,-62460,cleared,True
2025-03-17,Spending,Transportation,Metropolis,,-46200,cleared,True
2025-03-17,Bills,Online Tools,Apple,,-31780,cleared,True
2025-03-17,Bills,Groceries,Harris Teeter,,-28280,cleared,True
2025-03-17,Bills,Online Tools,OpenAI,,-21200,cleared,True
2025-03-17,Bills,Online Tools,NameCheap,,-17160,cleared,True
2025-03-17,Bills,Uncategorized,New Yo Washington Dc,,-17000,cleared,False
2025-03-17,Spending,Transportation,Metropolis,,-12990,cleared,True
2025-03-17,Spending,Fees,Monthly Service Fee,,-10000,cleared,True
2025-03-17,Bills,Online Tools,PayPal,,-5930,cleared,True
2025-03-17,Spending,Transportation,SmartTrip,,-5000,cleared,True
2025-03-17,Spending,Uncategorized,Transfer : Bills,,1500000,cleared,True
2025-03-18,Spending,Uncategorized,Himalayan Wild Yak,,-61430,cleared,False
2025-03-18,Bills,Exterminator,Cooper Pest So,,-52290,cleared,False
2025-03-18,Spending,Groceries,Shell,,-25320,cleared,False
2025-03-18,Bills,Inflow: Ready to Assign,Veeva Systems in Direct Pay Joe Moser,,75000,cleared,False
2025-03-18,Bills,Inflow: Ready to Assign,Veeva Systems in Direct Pay Joe Moser,,75000,cleared,False
2025-03-18,Bills,Inflow: Ready to Assign,Veeva Systems in Direct Pay Joe Moser,,153000,cleared,False
2025-03-19,Bills,Business Expenses,Amtrak,,-150000,cleared,False
2025-03-19,Spending,Groceries,Tatte Bakery,,-54380,cleared,False
2025-03-19,Spending,Uncategorized,Fillingco.com,,-49500,cleared,False
2025-03-19,Spending,Uncategorized,Billy Hicks Ge Washington Dc,,-22440,cleared,False
2025-03-19,Spending,Groceries,Instacart,,-11280,cleared,False
2025-03-20,Spending,Groceries,Wawa,,-37460,cleared,False
2025-03-20,Bills,Streaming Services,PayPal Purchase,,-15890,cleared,False
2025-03-20,Spending,Uncategorized,Billy Hicks Ge Washington Dc,,-13200,cleared,False
2025-03-20,Bills,Online Tools,PayPal,,-9990,cleared,False
2025-03-20,Spending,Groceries,Shell,,-6050,cleared,False
2025-03-21,Spending,Groceries,Instacart,,-130230,cleared,False
2025-03-21,Spending,Groceries,Instacart,,-74650,cleared,False
2025-03-21,Spending,Eating Out,Lock Mont Clare Pa,,-74360,cleared,False
2025-03-21,Spending,Groceries,Butterscotch P,,-35180,cleared,False
2025-03-21,Ally Savings,Inflow: Ready to Assign,Interest Paid,,30,cleared,False
2025-03-21,Ally Spending,Inflow: Ready to Assign,Interest Paid,,80,cleared,False
2025-03-23,Ally Spending,Sports Gear,REI,,-97520,cleared,False
